file_name,bend_ratio,velocity,density,size,stokes,max_erosion,avg_erosion_s01
1355.csv,1.5,15,30000,300,88.3177239933742,282.1952731569473,33.07632729740725
1356.csv,1.5,15,30000,500,245.3270110927061,338.27855739147276,38.3723842896818
1411.csv,1.5,18,2000,50,0.19626160887416488,153.18199999999993,0.168279890268914
1412.csv,1.5,18,2000,100,0.7850464354966595,153.18199999999993,0.7717221377282404
1413.csv,1.5,18,2000,150,1.7663544798674842,153.18199999999993,1.5781354437986632
1414.csv,1.5,18,2000,200,3.140185741986638,153.18199999999993,2.5006701854362015
1415.csv,1.5,18,2000,300,7.065417919469937,153.18199999999993,3.913629765467408
1416.csv,1.5,18,2000,500,19.626160887416493,155.35007860262004,6.334240114828758
1421.csv,1.5,18,5000,50,0.49065402218541226,279.29394999999994,1.6429494826431688
1422.csv,1.5,18,5000,100,1.962616088741649,163.21852,4.243577045639503
1423.csv,1.5,18,5000,150,4.41588619966871,163.21852,7.398676460776146
1424.csv,1.5,18,5000,200,7.850464354966596,163.21852,10.867650052640881
1425.csv,1.5,18,5000,300,17.66354479867484,194.79146745562127,15.975237909444113
1426.csv,1.5,18,5000,500,49.06540221854122,181.51711820534945,23.52781861153793
1431.csv,1.5,18,10000,50,0.9813080443708245,310.42038,4.592188547263048
1432.csv,1.5,18,10000,100,3.925232177483298,310.42038,10.93315037837119
1433.csv,1.5,18,10000,150,8.83177239933742,185.51790410958895,18.223643049865775
1434.csv,1.5,18,10000,200,15.700928709933192,183.96899253731343,25.20398641001156
1435.csv,1.5,18,10000,300,35.32708959734968,266.46165605095536,33.63731509113854
1436.csv,1.5,18,10000,500,98.13080443708245,348.5969205834684,43.38159460243879
1441.csv,1.5,18,15000,50,1.4719620665562367,105.51435999999995,8.006008057040777
1442.csv,1.5,18,15000,100,5.887848266224947,210.99675438596492,18.50601355322669
1443.csv,1.5,18,15000,150,13.247658599006131,228.8048296593186,28.79354190376617
1444.csv,1.5,18,15000,200,23.551393064899788,302.39195739014644,37.61357185165669
1445.csv,1.5,18,15000,300,52.990634396024525,383.743246124031,47.08547533723834
1446.csv,1.5,18,15000,500,147.19620665562368,474.5273243435061,56.71763301744249
1451.csv,1.5,18,30000,50,2.9439241331124735,196.92269491525423,20.43333410665171
1452.csv,1.5,18,30000,100,11.775696532449894,300.81056085918857,39.49279976278289
